,huc12,i,j,wght
1199,020402030604,42,12,0.0011062288225525407
1200,020402030503,43,19,0.009269288203662296
1201,020402030503,42,19,0.07209450469588527
1202,020402030503,41,19,0.006741258945067912
1203,020402030503,46,18,0.015090920923871634
1204,020402030503,45,18,0.011450745499524975
1205,020402030503,44,18,0.000604956752811925
1206,020402030503,43,18,0.0020393844785544972
1207,020402030503,46,17,0.04501088469406098
1208,020402030503,45,17,0.11745243969028463
1209,020402030503,44,17,0.11278792694711103
1210,020402030503,43,17,0.10989993898409689
1211,020402030503,45,16,0.02751281691807476
1212,020402030503,44,16,0.11700484226865118
1213,020402030503,43,16,0.05128691260729942
1214,020402030503,45,15,0.08322754054599037
1215,020402030503,44,15,0.04306515283059474
1216,020402030503,45,14,0.05523099109439628
1217,020402030503,44,14,0.021966597014903264
1218,020402030503,42,18,0.07014906802649089
1219,020402030503,42,17,0.028113828878669474
1220,020402020605,33,28,0.0010793799623104736
1221,020402020605,32,28,0.0053820163635585625
1222,020402020605,32,27,0.05755289987558678
1223,020402020605,33,27,0.05715911844645669
1224,020402020605,34,26,0.03224787107916947
1225,020402020605,33,26,0.14541523578432458
1226,020402020605,32,26,0.03614106379356531
1227,020402020605,34,25,0.12738942403362088
1228,020402020605,33,25,0.1041058491062231
1229,020402020605,34,24,0.12434843950130606
1230,020402020605,33,24,0.07240910862438808
1231,020402020605,33,23,0.08817960534920039
1232,020402020605,33,22,0.004447312395666467
1233,020402020605,34,23,0.06413420671297636
1234,020402020605,35,22,0.0013784352342863446
1235,020402020605,34,22,0.0786300337373579
1236,020401060602,53,20,0.014410581204258609
1237,020401060602,52,20,0.10236763307249862
1238,020401060602,53,19,0.004649638768543096
1239,020401060602,52,19,0.14458763944273256
1240,020401060602,51,20,0.00030227045751881693
1241,020401060602,51,19,0.0017010665744464919
1242,020401060602,51,18,0.02456487257290208
1243,020401060602,52,18,0.12556484965831416
1244,020401060602,54,17,0.0038291538144480095
1245,020401060602,53,17,0.059423650901135834
1246,020401060602,52,17,0.13118977014722433
1247,020401060602,51,17,0.11970183812156214
1248,020401060602,50,17,0.005773669662422957
1249,020401060602,51,16,0.04192817476363325
1250,020401060602,50,16,0.012081399615051011
1251,020401060602,54,16,0.045839706687375754
1252,020401060602,53,16,0.13473569711256295
1253,020401060602,52,16,0.015717195789884786
1254,020401060602,54,15,0.0050619274354989545
1255,020401060602,53,15,0.006569264197983881
1256,020402010405,44,36,0.08928842671937989
1257,020402010405,43,36,0.19193512896443504
1258,020402010405,42,36,0.15541348431781968
1259,020402010405,45,35,2.0201253362535232e-05
1260,020402010405,44,35,0.2396437597950347
1261,020402010405,43,35,0.2389957774022959
1262,020402010405,42,35,0.02989918833878857
1263,020402010405,44,34,0.016324588790171193
1264,020402010405,43,34,0.034952124080968774
1265,020402010405,41,36,0.0035273203377456167
1266,020401010402,86,17,0.04125223116684227
1267,020401010402,85,17,0.0795519420574288
1268,020401010402,86,16,0.07505192701981696
1269,020401010402,84,17,0.07335235903978136
1270,020401010402,84,16,0.15721690073095354
1271,020401010402,83,16,0.00011286321456243625
1272,020401010402,84,15,0.11357372264916614
1273,020401010402,84,14,0.012109129172318978
1274,020401010402,85,16,0.1533115171936227
1275,020401010402,86,15,0.0688535542872931
1276,020401010402,85,15,0.03839283470194272
1277,020401010402,86,14,0.10707824437304404
1278,020401010402,85,14,0.05111897222422741
1279,020401010402,86,13,0.023106348454816027
1280,020401010402,85,13,0.005917453714184232
1281,020402030203,49,6,0.01125564323409925
1282,020402030203,50,5,0.04285259486953537
1283,020402030203,49,5,0.1583242827959226
1284,020402030203,48,5,0.026568889675509855
1285,020402030203,52,4,0.03193592915472236
1286,020402030203,51,4,0.11796297751273482
1287,020402030203,50,4,0.13780497114767473
1288,020402030203,49,4,0.08977848786097042
1289,020402030203,48,4,3.021178519581811e-06
1290,020402030203,52,3,0.07336187835229513
1291,020402030203,51,3,0.17628360759049835
1292,020402030203,50,3,0.06684929209271928
1293,020402030203,52,2,0.0019558362540310786
1294,020402030203,51,2,0.03189986816367934
1295,020402030203,50,2,0.0331627201170881
1296,020401040504,77,28,0.003403407894910095
1297,020401040504,76,28,0.0003594565480602815
1298,020401040504,78,27,0.002787989496565992
1299,020401040504,77,27,0.140245516813719
1300,020401040504,76,27,0.09004018121973567
1301,020401040504,78,26,0.051337651243256184
1302,020401040504,77,26,0.14624630159613405
1303,020401040504,76,26,0.1435234957521082
1304,020401040504,75,26,0.05977684121448639
1305,020401040504,79,25,0.013863169690928392
1306,020401040504,78,25,0.10660192851230896
1307,020401040504,77,25,0.037830856568800204
1308,020401040504,76,25,0.026714073718704382
1309,020401040504,75,25,0.015582152447109528
1310,020401040504,78,24,0.05406545392276739
1311,020401040504,77,24,0.10695144907262628
1312,020401040504,76,24,0.0006700742877796243
1313,020402010103,45,45,0.007485942718433642
1314,020402010103,46,45,0.00010881576928816802
1315,020402010103,46,44,0.045384165672456525
1316,020402010103,45,44,0.13174050953343358
1317,020402010103,44,44,0.10390155928233133
1318,020402010103,43,44,0.02512147929961048
1319,020402010103,45,43,0.07093470833538211
1320,020402010103,44,43,0.14569466739735001
1321,020402010103,43,43,0.1294579361310337
1322,020402010103,42,43,0.0004587296750936513
1323,020402010103,45,42,0.041524707168296655
1324,020402010103,44,42,0.11167285445588084
1325,020402010103,43,42,0.0869817930475668
1326,020402010103,42,42,0.00013221643758840333
1327,020402010103,45,41,0.04209240839983187
1328,020402010103,44,41,0.057307506676418256
1329,020402031006,40,26,0.009532114212856931
1330,020402031006,39,26,0.038740254101881796
1331,020402031006,38,26,0.027293538288082734
1332,020402031006,40,25,0.04072953972233148
1333,020402031006,39,25,0.1228806218359752
1334,020402031006,38,25,0.11275081525107201
1335,020402031006,40,24,0.0026450224053970518
1336,020402031006,39,24,0.0879346724829481
1337,020402031006,38,24,0.03767618898077887
1338,020402031006,41,23,0.003847286711139029
1339,020402031006,40,23,0.05259667635618315
1340,020402031006,39,23,0.08353200750212675
1341,020402031006,38,23,0.01636570130651445
1342,020402031006,37,25,0.007800509353721367
1343,020402031006,37,24,0.008044246296599682
1344,020402031006,42,22,1.57921740225594e-05
1345,020402031006,41,22,0.10009122606604501
1346,020402031006,40,22,0.11798863221689466
1347,020402031006,39,22,0.026610193658817685
1348,020402031006,41,21,0.011165188160349249
1349,020402031006,40,21,0.06841981975742636
1350,020402031006,39,21,0.0080089930341044
1351,020402031006,40,20,0.015330960124730154
1352,020401010205,93,17,0.001100620098355617
1353,020401010205,93,16,0.004596029587902803
1354,020401010205,95,17,1.4489444949683479e-05
1355,020401010205,94,17,0.07988448598952859
1356,020401010205,98,16,0.04757294226479903
1357,020401010205,97,16,0.0911487901797748
1358,020401010205,96,16,0.09908288580509887
1359,020401010205,95,16,0.09133800323772429
1360,020401010205,94,16,0.11109493714457361
1361,020401010205,98,15,0.02279990409560063
1362,020401010205,97,15,0.1263706569673073
1363,020401010205,96,15,0.12770387341582753
1364,020401010205,95,15,0.11306138821817271
1365,020401010205,94,15,0.046989383473330655
1366,020401010205,97,14,0.029397122151796008
1367,020401010205,96,14,0.007844487925256676
1368,020402030205,50,9,0.00017390714186887155
1369,020402030205,49,9,0.0066562176519853605
1370,020402030205,52,8,0.009543671982748546
1371,020402030205,51,8,0.22720571962088892
1372,020402030205,50,8,0.31790375232835405
1373,020402030205,49,8,0.22903607183017674
1374,020402030205,48,8,0.0035836784206175845
1375,020402030205,51,7,0.1341198954359282
1376,020402030205,50,7,0.07175647525950264
1377,020402030205,49,7,2.0610327928735738e-05
1378,020402020303,43,32,0.026290133651625535
1379,020402020303,42,32,0.053541615602838814
1380,020402020303,43,31,0.16090817596158388
1381,020402020303,42,31,0.23162224993495206
1382,020402020303,43,30,0.12263182003989093
1383,020402020303,42,30,0.207462632514291
1384,020402020303,43,29,0.002794756405675155
1385,020402020303,42,29,0.05883200978559484
1386,020402020303,41,32,0.017923353710751867
1387,020402020303,41,31,0.09375609600373509
1388,020402020303,41,30,0.02423715638905954
1389,020401050303,56,25,0.030488200279680498
1390,020401050303,55,25,0.009380836123591352
1391,020401050303,56,24,0.20028634966146486
1392,020401050303,57,25,0.006831724096061461
1393,020401050303,58,24,0.005430223584477992
1394,020401050303,57,24,0.17624653721254604
1395,020401050303,55,24,0.12035642490518884
1396,020401050303,56,23,0.2042870117177558
1397,020401050303,55,23,0.12659447931249232
1398,020401050303,56,22,0.0654434814328992
1399,020401050303,57,23,0.024046576027427987
1400,020401050303,57,22,0.03037522851444009
1401,020401050303,55,22,0.000232927131972999
1402,020402030207,47,8,0.03809946727247872
1403,020402030207,49,9,0.011357837502334378
1404,020402030207,48,9,0.05105361644185254
1405,020402030207,49,8,0.049933438432532985
1406,020402030207,48,8,0.11782042015685017
1407,020402030207,51,7,0.027141278797817553
1408,020402030207,50,7,0.10881059776098236
1409,020402030207,47,7,0.0006115072901412609
1410,020402030207,47,6,0.01213918012668003
1411,020402030207,49,7,0.13489578592854276
1412,020402030207,48,7,0.0374631670710218
1413,020402030207,51,6,0.0021073145229982358
1414,020402030207,50,6,0.08949891017536481
1415,020402030207,49,6,0.1188724677207951
1416,020402030207,48,6,0.12444883306661826
1417,020402030207,47,5,0.0006405008499635782
1418,020402030207,49,5,0.0023874407935783235
1419,020402030207,48,5,0.07271823608944845
1420,020401050203,64,30,0.0004800511706753421
1421,020401050203,65,29,0.0016160966116138815
1422,020401050203,64,29,0.13347300757043065
1423,020401050203,63,29,0.11665115300557682
1424,020401050203,62,29,0.015341300419003112
1425,020401050203,60,27,0.009101166303335914
1426,020401050203,64,28,0.060490790239066054
1427,020401050203,63,28,0.17529896474613774
1428,020401050203,62,28,0.16567480891960293
1429,020401050203,61,28,0.05054119914827857
1430,020401050203,63,27,0.07064448283374496
1431,020401050203,62,27,0.1022930515710817
1432,020401050203,61,27,0.09839392746145066
1433,020402030601,47,10,0.13780276124912896
1434,020402030601,48,10,0.026860227155530974
1435,020402030601,47,9,0.3517775396860225
1436,020402030601,46,9,0.034902479050875054
1437,020402030601,47,8,0.23903790056906682
1438,020402030601,48,9,0.13639016542693372
1439,020402030601,48,8,0.0009097970954647156
1440,020402030601,46,8,0.07231912976697635
1441,020401020103,92,27,0.014385668787670303
1442,020401020103,92,26,0.16566780619274155
1443,020401020103,91,26,0.14047196688053828
1444,020401020103,90,26,0.0980195802375354
1445,020401020103,92,25,0.09248158881213563
1446,020401020103,91,25,0.1793469603183305
1447,020401020103,90,25,0.16862061963217026
1448,020401020103,89,25,0.012872674582123414
1449,020401020103,93,27,0.0013508891433978137
1450,020401020103,93,26,0.014697893312970188
1451,020401020103,92,24,0.0031054894174558562
1452,020401020103,91,24,0.039396817416184664
1453,020401020103,90,24,0.06380670351442949
1454,020401020103,89,24,0.005775341752318219
1455,020402020201,38,44,0.002550643047868791
1456,020402020201,37,44,0.10726003453741824
1457,020402020201,38,43,0.038321312646629815
1458,020402020201,37,43,0.18724809084683133
1459,020402020201,38,42,0.012018777918037541
1460,020402020201,37,42,0.1799641822770631
1461,020402020201,37,41,0.12628986794070188
1462,020402020201,38,40,0.006096578898407973
1463,020402020201,36,44,0.030819706918515058
1464,020402020201,36,43,0.09831593312365626
1465,020402020201,36,42,0.06397524143229553
1466,020402020201,36,41,0.1143442723415872
1467,020402020201,37,40,0.016328833165439753
1468,020402020201,36,40,0.016466524905549493
1469,020402030607,43,15,0.024298056134989518
1470,020402030607,44,14,0.21098746412926095
1471,020402030607,43,14,0.34945441060593047
1472,020402030607,44,13,0.020174664475583467
1473,020402030607,43,13,0.057320545664077294
1474,020402030607,42,15,0.1492591738317548
1475,020402030607,41,15,0.008652252189286913
1476,020402030607,42,14,0.17804509699825488
1477,020402030607,42,13,0.0018083359708622928
1478,020402060504,21,38,0.054125464451802316
1479,020402060504,20,38,0.07206195319892306
1480,020402060504,21,37,0.18917625027652463
1481,020402060504,20,37,0.21001385498113376
1482,020402060504,21,36,0.23053151890548426
1483,020402060504,20,36,0.19941244160619945
1484,020402060504,21,35,0.04361629945151952
1485,020402060504,20,35,0.0010622171284120113
1486,020401040403,77,26,0.021169841344937112
1487,020401040403,76,26,0.0005395821275748186
1488,020401040403,78,25,0.019886058610761623
1489,020401040403,77,25,0.20629441501185458
1490,020401040403,76,25,0.1702885800548895
1491,020401040403,77,24,0.031021460989801627
1492,020401040403,76,24,0.20653993374273436
1493,020401040403,75,24,0.009777589078958614
1494,020401040403,77,23,9.719322614253204e-05
1495,020401040403,76,23,0.1308631426401143
1496,020401040403,75,23,0.1692378289256413
1497,020401040403,76,22,0.017540845730606207
1498,020401040403,75,22,0.016743528515985106
1499,020402060506,24,41,0.0025584054292168853
1500,020402060506,23,41,0.007284109831597854
1501,020402060506,22,40,0.12175539032313835
1502,020402060506,21,40,0.018873286781060344
1503,020402060506,25,40,0.06902111554119209
1504,020402060506,24,40,0.1684069236781538
1505,020402060506,23,40,0.17016102354466894
1506,020402060506,25,39,0.018354437312351958
1507,020402060506,24,39,0.08091635912872189
1508,020402060506,23,39,0.09783926589160535
1509,020402060506,22,39,0.11776062953671129
1510,020402060506,21,39,0.10232574131811165
1511,020402060506,20,39,0.024743311683469646
1512,020401060307,60,12,0.006076885330110717
1513,020401060307,59,12,0.1635946962466075
1514,020401060307,58,12,0.01026041482275475
1515,020401060307,60,11,0.0022699858615349783
1516,020401060307,59,11,0.27131903936144547
1517,020401060307,58,11,0.0017181904040039398
1518,020401060307,59,10,0.08770582450263771
1519,020401060307,58,10,0.027778970517419968
1520,020401060307,59,9,0.0011933527887695251
1521,020401060307,58,9,0.21648471063471883
1522,020401060307,57,9,0.0008077720268106751
1523,020401060307,58,8,0.16835823815570714
1524,020401060307,57,8,0.04243191934748117
1525,020402010401,44,42,0.012011831711041693
1526,020402010401,43,42,0.08746661319917842
1527,020402010401,42,42,0.0018745155185959286
1528,020402010401,44,41,0.014502977377970473
1529,020402010401,43,41,0.22448222962180572
1530,020402010401,42,41,0.10515516933320805
1531,020402010401,44,40,0.020679783200488962
1532,020402010401,43,40,0.24721247707396193
1533,020402010401,42,40,0.06675960929236008
1534,020402010401,44,39,0.06867195136015708
1535,020402010401,43,39,0.14480878324671517
1536,020402010401,42,39,0.006349216907955109
1537,020402010401,44,38,2.4842156561138162e-05
1538,020402010102,43,43,0.0074650559717181885
1539,020402010102,42,43,0.07729108131648646
1540,020402010102,41,42,0.15226246097017476
1541,020402010102,40,42,0.0032968670612938157
1542,020402010102,43,42,0.03282698908818084
1543,020402010102,42,42,0.3642302776395511
1544,020402010102,42,41,0.16026357876093358
1545,020402010102,41,41,0.19795899831072278
1546,020402010102,40,41,0.004404690880940417
1547,020402060102,28,32,0.009640203134796682
1548,020402060102,28,31,0.03458068785696242
1549,020402060102,28,30,0.056714562122165024
1550,020402060102,27,30,0.14818880277996585
1551,020402060102,26,30,0.019097869828580135
1552,020402060102,28,29,0.08364804371637763
1553,020402060102,27,29,0.14758715773396697
1554,020402060102,26,29,0.017738323967045732
1555,020402060102,28,28,0.04463148763077602
1556,020402060102,27,28,0.11442259722392914
1557,020402060102,28,27,0.012327361508435695
1558,020402060102,27,27,0.07191926260586798
1559,020402060102,27,32,0.060431575026760824
1560,020402060102,26,32,0.013570615226211023
1561,020402060102,27,31,0.14825305756555351
1562,020402060102,26,31,0.011040015674364167
1563,020402060102,27,26,0.006208376398240684
1564,020401020104,88,24,0.04316692250279519
1565,020401020104,88,23,0.017298819800126618
1566,020401020104,91,24,0.08712177671686415
1567,020401020104,90,24,0.11005544574387754
1568,020401020104,89,24,0.09760058135306302
1569,020401020104,91,23,0.04405133146881841
1570,020401020104,90,23,0.166979606845054
1571,020401020104,89,23,0.17252507435309142
1572,020401020104,88,22,0.007222641415815056
1573,020401020104,88,21,8.288834856751592e-06
1574,020401020104,91,22,0.0022318692505052186
1575,020401020104,90,22,0.0921260075875885
1576,020401020104,89,22,0.14540100567601122
1577,020401020104,90,21,0.005832098570683113
1578,020401020104,89,21,0.008378529880850537
1579,020401010101,102,26,0.004771319176910741
1580,020401010101,102,25,0.06345235734745464
1581,020401010101,104,26,0.0070739276743474085
1582,020401010101,103,26,0.07011702823261386
1583,020401010101,105,25,0.029889554005830585
1584,020401010101,104,25,0.12202752991028964
1585,020401010101,103,25,0.19814067645947314
1586,020401010101,106,24,0.0005310076028023726
1587,020401010101,105,24,0.08867860320646356
1588,020401010101,102,24,0.03238052798056867
1589,020401010101,104,24,0.16807602529552823
1590,020401010101,103,24,0.19648739257215564
1591,020401010101,104,23,0.010743726749434974
1592,020401010101,103,23,0.007630323786127321
1593,020402020501,34,36,0.04246094447781931
1594,020402020501,33,36,0.2239814444186771
1595,020402020501,32,36,0.0010919765926193303
1596,020402020501,32,35,0.0074239846177776335
1597,020402020501,34,35,0.10339981527109465
1598,020402020501,33,35,0.30586978211283955
1599,020402020501,34,34,0.24176861979475742
1600,020402020501,33,34,0.053436774121954043
1601,020402020501,34,33,0.015332401918927638
1602,020402020501,33,33,0.005234256673534532
1603,020401030102,79,16,0.08818028360848836
1604,020401030102,78,16,0.12128601981323876
1605,020401030102,79,15,0.28125893065548924
1606,020401030102,78,15,0.22139148458544528
1607,020401030102,77,15,0.002698970379724296
1608,020401030102,79,14,0.1533187396488582
1609,020401030102,78,14,0.08790131815346594
1610,020401030102,80,15,0.022915170861373634
1611,020401030102,80,14,0.021049082293917054
1612,020402030403,44,9,5.049235450200375e-05
1613,020402030403,43,9,0.00015019163031831578
1614,020402030403,42,8,0.11269761688907945
1615,020402030403,41,8,0.019059296665577003
1616,020402030403,43,7,0.18531018202119
1617,020402030403,42,7,0.16239412284037685
1618,020402030403,41,7,0.029678186146967347
1619,020402030403,44,8,0.059365890912832
1620,020402030403,43,8,0.10362522637382225
1621,020402030403,44,7,0.06038437300922673
1622,020402030403,43,6,0.1597122957771855
1623,020402030403,42,6,0.03609999820699732
1624,020402030403,43,5,0.0035805722942870307
1625,020402030403,44,6,0.06364216194244107
1626,020402030403,44,5,0.004249392935196301
1627,020401010406,88,19,0.002438474616469965
1628,020401010406,87,19,0.020474357927276515
1629,020401010406,86,19,0.03846964726471154
1630,020401010406,88,18,0.14951214388410633
1631,020401010406,89,18,0.005399661468175453
1632,020401010406,89,17,0.003873830174538429
1633,020401010406,87,18,0.17579406481281917
1634,020401010406,86,18,0.050039132741928824
1635,020401010406,88,17,0.1553776645726047
1636,020401010406,87,17,0.17662917379764365
1637,020401010406,86,17,0.08206271461280805
1638,020401010406,88,16,0.052016561271784646
1639,020401010406,87,16,0.08215435719131929
1640,020401010406,86,16,0.005758215663813329
1641,020402010404,44,39,0.0028105311027307118
1642,020402010404,43,39,0.11103710670751675
1643,020402010404,42,39,0.012448919478907727
1644,020402010404,45,38,0.023350942240717737
1645,020402010404,44,38,0.2270040457992132
1646,020402010404,43,38,0.19811832114907063
1647,020402010404,42,38,1.4045558260898517e-06
1648,020402010404,45,37,0.09604340462571838
1649,020402010404,44,37,0.14855801319608228
1650,020402010404,43,37,0.17834434043236402
1651,020402010404,42,37,0.002282970711852668
1652,020402030307,47,15,0.10035783940313873
1653,020402030307,46,15,0.005993588002557095
1654,020402030307,47,14,0.13498942200284803
1655,020402030307,48,15,0.0025974824804778722
1656,020402030307,48,14,0.02574715518990826
1657,020402030307,47,13,0.16428291044651835
1658,020402030307,46,13,0.09637312197358941
1659,020402030307,47,12,0.15310305182885778
1660,020402030307,48,13,0.014454122404611467
1661,020402030307,48,12,0.036899224928941016
1662,020402030307,46,12,0.16780169145466423
1663,020402030307,45,12,0.08756840097269257
1664,020402030307,47,11,0.0017574307295930697
1665,020402030307,46,11,0.008074558181602494
1666,020401040901,70,22,0.0007797400254151005
1667,020401040901,71,21,0.008200796201148079
1668,020401040901,70,21,0.1333781757715048
1669,020401040901,69,21,0.12642802053717325
1670,020401040901,68,21,0.07465078056556541
1671,020401040901,67,21,0.0006797082682061539
1672,020401040901,70,20,0.12234794512302587
1673,020401040901,71,20,1.3310346203873063e-05
1674,020401040901,69,20,0.15310611656189266
1675,020401040901,68,20,0.14326252174934673
1676,020401040901,67,20,0.004538844647070926
1677,020401040901,70,19,0.02786310673893414
1678,020401040901,69,19,0.06254075874032312
1679,020401040901,68,19,0.11934540857697223
1680,020401040901,67,19,0.005215063420214223
1681,020401040901,69,18,0.004766852575203899
1682,020401040901,68,18,0.01288285015180166
1683,020402070402,9,31,0.00010168793554922785
1684,020402070402,8,31,0.1726353458249962
1685,020402070402,7,31,0.11146511557833884
1686,020402070402,6,31,2.4804694570785935e-05
1687,020402070402,8,30,0.14363634582714976
1688,020402070402,7,30,0.28852037381726636
1689,020402070402,6,30,0.12450150452010988
1690,020402070402,8,29,0.008410659299240016
1691,020402070402,7,29,0.14826448677522727
1692,020402070402,6,29,0.002439675727553309
1693,020402050705,24,26,0.002487479981293116
1694,020402050705,23,26,0.0442542195980754
1695,020402050705,22,26,0.02211664165759935
1696,020402050705,21,26,0.0007452171406181326
1697,020402050705,23,25,0.1766593162006701
1698,020402050705,24,25,0.05965675200858535
1699,020402050705,22,25,0.041475629491191095
1700,020402050705,23,24,0.15907289633842295
1701,020402050705,22,24,0.06614925691728973
1702,020402050705,23,23,0.10911798348096799
1703,020402050705,22,23,0.16289125698467896
1704,020402050705,21,23,0.00012588719991313827
1705,020402050705,23,22,0.10483553108790607
1706,020402050705,22,22,0.05041193191279037
1707,020401010604,84,22,0.038431146511923926
1708,020401010604,83,22,0.10093901635469846
1709,020401010604,82,22,0.06286427566931362
1710,020401010604,81,22,0.10906105891715533
1711,020401010604,80,22,0.135204679975183
1712,020401010604,84,21,0.0013298392498344402
1713,020401010604,83,21,0.06352164798093554
1714,020401010604,82,21,0.11597100770423194
1715,020401010604,81,21,0.16773900986494586
1716,020401010604,80,21,0.11737707540439418
1717,020401010604,82,20,0.0004393137287293839
1718,020401010604,81,20,0.046045336695854804
1719,020401010604,80,20,0.01573920804539645
1720,020401010604,79,23,0.001201631031164535
1721,020401010604,79,22,0.02413575286623955
1722,020401060304,63,14,0.029514400356983283
1723,020401060304,62,14,0.0037839552758598986
1724,020401060304,61,15,0.03694439408564837
1725,020401060304,60,15,0.009668088470113285
1726,020401060304,61,14,0.07005549555191398
1727,020401060304,60,14,0.07108787379357687
1728,020401060304,61,13,0.050276667935713525
1729,020401060304,60,13,0.10239512901299098
1730,020401060304,59,13,0.010711989176297322
1731,020401060304,61,12,0.08657536617980215
1732,020401060304,60,12,0.10182892956055392
1733,020401060304,59,12,0.0023263082422530002
1734,020401060304,63,13,0.0119058413732302
1735,020401060304,62,13,0.0924022995860067
1736,020401060304,62,12,0.04226746951526182
1737,020401060304,61,11,0.017731417044973913
1738,020401060304,60,11,0.09528918133403429
1739,020401060304,59,11,0.005099504088581698
1740,020401060304,60,10,0.01879908994363163
1741,020401060304,63,11,4.533720196887878e-05
1742,020401060304,62,11,0.07925526228179636
1743,020401060304,62,10,0.061962836308799604
1744,020401060304,62,9,7.31636800085079e-05
1745,020401040804,64,23,0.025090120023986598
1746,020401040804,63,23,0.102729780838115
1747,020401040804,64,22,0.2785119677036419
1748,020401040804,63,22,0.3213198486114394
1749,020401040804,64,21,0.10440863615743586
1750,020401040804,63,21,0.16793964666538178
1751,020402030401,41,8,0.011668470372214312
1752,020402030401,42,7,0.043932052016763236
1753,020402030401,41,7,0.31986620601451476
1754,020402030401,40,7,0.18896352290534255
1755,020402030401,42,6,0.04734356445810882
1756,020402030401,41,6,0.21274438632543924
1757,020402030401,40,6,0.17548179790761737
1758,020401010301,93,12,0.1479884250227405
1759,020401010301,92,12,0.10235786333595766
1760,020401010301,91,12,0.0008044882394038009
1761,020401010301,93,11,0.20721206487302146
1762,020401010301,92,11,0.10122964405959667
1763,020401010301,91,11,0.004969926675391723
1764,020401010301,93,10,0.01988405435743869
1765,020401010301,92,10,9.017689744779184e-06
1766,020401010301,95,12,0.05697720190998396
1767,020401010301,94,12,0.12418138329409505
1768,020401010301,95,11,0.06276176802724934
1769,020401010301,94,11,0.16886109249823314
1770,020401010301,94,10,0.002763070017142731
1771,020402010105,44,42,0.03632622064005916
1772,020402010105,46,41,0.002637320207523562
1773,020402010105,45,41,9.944470384235317e-05
1774,020402010105,44,41,0.10144477704961236
1775,020402010105,43,41,0.03253402480545599
1776,020402010105,45,40,0.08738311781900683
1777,020402010105,44,40,0.172671093543847
1778,020402010105,43,40,0.01637443642747249
1779,020402010105,46,40,0.08053849443602538
1780,020402010105,46,39,0.004718000654082156
1781,020402010105,45,39,0.1628411717781531
1782,020402010105,44,39,0.14107404328339804
1783,020402010105,45,38,0.14943160736940894
1784,020402010105,44,38,0.011422450370791199
1785,020402010105,45,37,0.0005037969113222702
1786,020401050504,59,30,0.025488313815383915
1787,020401050504,58,30,0.05763247279251157
1788,020401050504,57,30,0.02988825416460734
1789,020401050504,55,29,0.019261872915639622
1790,020401050504,59,29,0.0072286302455011695
1791,020401050504,58,29,0.1076296885411294
1792,020401050504,57,29,0.14334149756308107
1793,020401050504,56,29,0.08233438758521544
1794,020401050504,58,28,0.0004756626108463891
1795,020401050504,57,28,0.06028051967215577
1796,020401050504,56,28,0.13160496348893908
1797,020401050504,56,27,0.00026008712601907716
1798,020401050504,55,28,0.09077296421235262
1799,020401050504,54,28,3.2426513410493085e-05
1800,020401050504,55,27,0.05218395846106258
1801,020401050504,54,27,0.08643869625742241
1802,020401050504,53,27,0.0030825261580586126
1803,020401050504,54,26,0.056081271647978305
1804,020401050504,53,26,0.04598180622868862
1805,020402050101,38,19,0.06178234511305828
1806,020402050101,37,19,0.21432758870351262
1807,020402050101,36,19,0.14433647595936477
1808,020402050101,37,18,0.2391526170755552
1809,020402050101,36,18,0.019184305331112417
1810,020402050101,38,18,0.10695615404391176
1811,020402050101,38,17,0.1333659578103195
1812,020402050101,37,17,0.07842090459807305
1813,020402050101,37,16,0.00238171203662966
1814,020402050101,38,16,9.193932846322911e-05
1815,020402070605,6,40,0.1264996832045474
1816,020402070605,5,40,0.023871558819630816
1817,020402070605,7,39,0.011650835091530413
1818,020402070605,6,39,0.19571459953125322
1819,020402070605,5,39,0.030191016384957223
1820,020402070605,7,38,0.23323590942552988
1821,020402070605,6,38,0.20541581566895345
1822,020402070605,7,37,0.151057326846332
1823,020402070605,6,37,0.022363255027265688
1824,020402031004,39,24,0.0041063289053108005
1825,020402031004,38,24,0.18955917431803562
1826,020402031004,38,23,0.06903396179982425
1827,020402031004,37,24,0.13278510954076733
1828,020402031004,37,23,0.26137212502398083
1829,020402031004,36,23,0.03053855603631062
1830,020402031004,37,22,0.2046194378526649
1831,020402031004,36,22,0.09907711548692698
1832,020402031004,37,21,0.008733177137733316
1833,020402031004,38,22,0.00017501389844702648
1834,020402030306,47,15,0.00978151543392496
1835,020402030306,46,15,0.08350891450991138
1836,020402030306,45,15,0.02226832575804381
1837,020402030306,47,14,0.05798542443705994
1838,020402030306,46,14,0.2941001151100973
1839,020402030306,45,14,0.10843939914869029
1840,020402030306,47,13,0.0067471663376647475
1841,020402030306,46,13,0.12553010294828515
1842,020402030306,45,13,0.21827094672932432
1843,020402030306,46,12,2.440300713476324e-05
1844,020402030306,45,12,0.07334368657986376
1845,020402030702,39,23,0.000461991198146122
1846,020402030702,39,22,0.09415645059973742
1847,020402030702,38,22,0.010734565750450504
1848,020402030702,40,21,0.00013191435169990763
1849,020402030702,39,21,0.12648551558408852
1850,020402030702,38,21,0.023720366823579444
1851,020402030702,40,20,0.015095279901980669
1852,020402030702,39,20,0.1351848178632762
1853,020402030702,38,20,0.05331945297329653
1854,020402030702,40,19,0.010114722609092627
1855,020402030702,39,19,0.12989077626723772
1856,020402030702,38,19,0.10331627678882116
1857,020402030702,39,18,0.026220161111649112
1858,020402030702,38,18,0.08958942390039272
1859,020402030702,39,17,0.01259696737610082
